,,Arsenic,Nitrates,Uranium,DEHP
6033,2010,1.3910289407458247,606.8904266225061,2.087592495408029,0.0
6033,2011,1.2246699861046781,771.9723830910452,0.5943356643356643,1.5
6033,2012,1.463020095055449,679.8914719487606,2.4449331963001026,0.0
6033,2013,1.402434323432343,468.5777023203169,0.42,1.5
6033,2014,1.519333700907626,314.77944455706466,0.07,1.5
6033,2015,1.7812153012126886,406.5460121374425,0.5783925243889071,1.5
6033,2016,2.512676245167922,376.33385594392695,0.8699140827229167,1.5
6035,2000,1.1750235036038859,709.9794890919262,1.1481426056338029,0.0
6035,2001,5.122679286494358,635.7319909329094,2.4372872425355263,1.5
6035,2002,4.165310274669379,1163.164795477742,0.0,0.0
6035,2003,5.583333333333333,740.0345556912628,2.1151932139491048,1.5
6035,2004,4.106682297772568,712.7791347771807,11.18,0.0
6035,2005,1.9634551495016612,658.1975075677163,2.412660167130919,0.0
6035,2006,6.0,803.4660907421264,2.998058435438266,0.0
6035,2007,2.175324675324675,525.6298777662948,2.620998744481795,0.0
6035,2008,3.80974912804135,757.579184609812,23.65344600938967,0.0
6035,2009,5.716884821274391,1050.0072050435306,19.95,0.0
6035,2010,6.065782964826811,672.2342364232778,10.06938775510204,0.0
6035,2011,7.734965771458662,1027.3806461983604,26.01985559566787,0.0
6035,2012,8.16228124126363,719.8366613930816,1.8558917835671342,0.0
6035,2013,6.856369907307609,945.3609576427256,20.035674362089917,0.0
6035,2014,2.8427695371874835,1042.804788213628,23.17,0.0
6035,2015,5.34,1017.310497025523,20.78,0.0
6035,2016,7.423545790733087,944.5573907395379,4.478323526749344,0.0
6037,2000,2.1049573468908895,1157.2499490971152,6.747106512921735,1.5
6037,2001,1.3447879631294923,855.8894828872752,3.538447022811731,1.4970601983780478
6037,2002,1.8665586705290018,1079.0714814943528,2.1977485999529343,1.5
6037,2003,1.4070752918928868,1180.0487202018066,2.4568448587891316,1.496622433114413
6037,2004,1.5340105028545101,1011.6195066063284,2.2994190999640383,1.491277223271156
6037,2005,1.5056883037361506,1211.0768562582869,3.1932001694218797,1.5328467497747735
6037,2006,1.272446687001492,1148.356976044895,1.8690166714894385,1.492170759103189
6037,2007,1.4894394845037207,1357.149576370084,2.7041974869080545,1.4938405107477666
6037,2008,1.8514771650084574,1322.5150258285332,3.9650289135351806,1.5
6037,2009,2.281697659252834,1267.9968205701393,4.453212948966069,1.496156594203223
6037,2010,2.0233993017026712,1729.3563874463582,4.105222821158726,1.5
6037,2011,1.4085891822069265,1614.7762384241732,2.578211338221411,1.4938131306647495
6037,2012,1.2026670680712157,1598.64866388415,4.5178632402066805,1.5
6037,2013,1.6948886868414355,2919.441965746574,4.108336852695342,1.5
6037,2014,1.584745795200126,3392.0609090142516,4.733536180867856,1.5
6037,2015,1.5310609111388975,3489.7068610001584,4.380759269951555,1.5000329471318201
6037,2016,2.293792348817278,3286.7159067981174,4.532688501622991,1.5
6039,2000,1.7007753140984256,1284.9754934428402,4.421958549341389,1.5
6039,2001,2.5944333199839806,1615.9550816696915,1.8227084368868545,1.5
6039,2002,1.5083472545529235,1678.3101174199776,9.910234990538447,0.0
6039,2003,1.2941031180430231,1873.3299149423901,4.978954622318851,0.0
6039,2004,2.182841631504923,1784.4263373969727,7.22121628831183,0.0
6039,2005,1.8838527473933346,1837.921131590227,5.330398762094479,1.5
6039,2006,1.902116578407277,1760.2129902424522,5.120031937294097,1.5
6039,2007,4.101498921958702,1578.3667326732673,3.5612922307723966,0.0
6039,2008,1.7528458767924806,1841.8653169240256,5.9750726644529,1.5
6039,2009,2.484733590172276,1974.5488818881372,4.85643686720417,1.5
6039,2010,2.3416320468503895,1734.849755049645,46.319445146467544,0.0
6039,2011,1.9463075241834296,2216.0890376919256,41.084718757953674,1.5
6039,2012,3.1374672613737733,2017.9586157491597,45.31753377630122,1.5
6039,2013,4.698504113323273,1919.2454757269159,14.390343696169307,1.5
6039,2014,8.927503203074954,1518.729875441532,47.672925893851286,0.0
6039,2015,5.435731675506478,1483.5332171218283,29.667995156767777,1.5
6039,2016,4.918960924276989,1234.506177518381,28.781545494846497,1.5
6041,2000,1.0,251.40409857407607,0.0,1.5
6041,2001,1.0,304.16634904178926,0.9878651685393258,1.5
6041,2002,1.0,305.47535851381815,0.5036691595225067,0.0
6041,2003,1.0,293.90729237406623,0.5002188619180262,0.3
6041,2004,1.0029170185000384,262.3622855485683,1.04375,1.5
6041,2005,1.0017819501238265,262.8369073088213,0.6115579710144927,1.5
6041,2006,1.1513658635320356,289.3378598813863,1.987394451145959,1.5
6041,2007,1.0351427273415612,291.7910961234566,0.9699798843349259,1.5
6041,2008,1.0632905125574679,270.64529665726576,0.9692452830188679,1.5
6041,2009,0.8365242932275152,268.3624533486756,0.81125,1.5
6041,2010,1.021035838207594,278.3626029127543,1.48,1.5
6041,2011,1.0325032968293102,272.17346725464625,0.5,1.5
6041,2012,1.0200047466251496,366.1785658137798,0.67,1.5
6041,2013,1.020734623928427,349.8602773713096,2.24,1.5
6041,2014,1.0280078210530763,297.5564328451063,0.66,1.5
6041,2015,1.032342587150501,409.5066777047448,1.64,1.5
6041,2016,1.0210406462474662,269.1686667455251,0.17982456140350878,1.5
6043,2000,1.447191011235955,934.0566959921798,4.0502734375000005,0.0
6043,2001,1.0,641.6716837246638,4.56645826056584,0.0
6043,2002,3.5900000000000003,781.3663868826859,1.2491228070175437,1.5
6043,2003,1.223813786929275,700.2954209748892,1.2651181102362206,1.5
6043,2004,1.9296365330848089,704.7671385991058,4.849287894201424,0.0
6043,2005,2.4728682170542635,976.758569299553,7.301365875503807,0.0
6043,2006,1.3913416202314617,833.1655081720834,3.739752947782145,1.5
6043,2007,2.3329295154185026,707.6173621460507,3.6876134493298847,0.0
6043,2008,3.3722222222222222,766.6616989567809,5.467038834951456,1.5
6043,2009,1.2732837253960634,743.142697466468,0.0,0.0
6043,2010,2.771747572815534,872.8893481119669,2.1970027247956403,0.0
6043,2011,1.6428728070175438,695.6874068554397,2.99,1.5
6043,2012,1.4535189401780169,696.4167324388319,3.446890756302521,1.5
6043,2013,3.0799649859943976,1017.733696999752,26.57,0.0
6043,2014,1.7701901496259353,971.8160759786889,2.7255913978494624,0.0
6043,2015,1.5746985750822067,846.0955123590113,0.3869230769230769,0.0
6043,2016,1.619339994740994,1208.3450374531835,2.7700280112044817,0.0
6045,2000,2.248305185537583,541.382855392961,0.954538063991638,0.0
6045,2001,2.1384370302228004,594.1553236078048,0.403444347063979,0.7
6045,2002,2.2934854643561766,417.2047763695402,0.6245175138430908,0.0
6045,2003,2.1784036137564904,955.5360831328123,0.7374168016951264,0.0
6045,2004,2.255989978603954,585.5791190864601,0.6328056516724336,0.0
6045,2005,2.1958099231904833,579.8124875684863,1.176877819822442,0.0
6045,2006,1.9968059065852057,574.8264931598264,1.1737833460991356,0.0
6045,2007,2.1543382556274544,506.60793423874196,1.3855941464341712,0.0
6045,2008,1.4189053681307022,547.8847607733017,0.23948707673812866,1.5
6045,2009,0.621661172710019,469.06039187617426,1.955892857142857,0.0
6045,2010,1.1073301305400776,575.6612917755157,1.144647435897436,0.0
6045,2011,1.128285284929015,506.4907127120313,2.217164527421237,0.0
6045,2012,1.1246089341069867,569.2613616576702,0.8269113683209133,0.0
6045,2013,1.1810204899955894,257.3630096042721,0.4145382585751979,1.5
6045,2014,1.2686693824869923,270.0213599145603,0.5902564102564103,1.5
6045,2015,1.7455394090652927,291.8462417833667,0.8580706287683031,0.3
6045,2016,1.3373003261687715,274.27332249051256,0.551959764134582,1.5
6047,2000,2.114441416893733,3242.8708503363846,5.20924795228752,1.5
6047,2001,6.592932384341637,3253.629212288721,5.91414378515244,1.5
6047,2002,7.838159240177764,4584.012421463133,4.0388405104096705,1.5
6047,2003,5.183242902208202,2863.695453890836,3.428967777411195,0.0
6047,2004,4.4833999119275285,3191.31024981259,3.526962516092333,1.5
6047,2005,5.583536356318755,3169.522158391465,5.515165462359177,1.5
6047,2006,4.579424460431655,2890.259176182708,0.5890070344039491,1.5
6047,2007,5.716071071760774,3781.7478157990536,3.2024490289221457,1.5
6047,2008,6.155743006993008,3265.357913576337,13.19861707820503,1.5
6047,2009,7.618713077817233,4630.594075633695,0.5890662139219015,1.5
6047,2010,4.97171113694322,4116.93152077724,1.212087061311263,1.5
6047,2011,5.3243454784850455,4073.729908169529,8.44282882423005,1.5
6047,2012,5.115308079103949,4029.3415465468324,2.3838221118357636,1.5
6047,2013,4.41898895590022,4464.777828809716,0.5,1.5
6047,2014,3.139116591463587,4510.44222820025,11.49,1.5
6047,2015,3.8618734299877007,5267.052913240715,2.8805661535177824,1.5
6047,2016,4.171331008482564,3945.406052241326,4.5751397045523055,1.5
6049,2000,0.0,1319.7083214183585,2.281551454488583,0.0
6049,2001,1.0,1091.2582213325709,2.0755370476737505,0.0
6049,2002,4.935949233209941,1616.0395296472354,0.0,0.0
6049,2003,9.15,1306.890854084245,0.65,0.0
6049,2004,1.0,1236.2365025019753,0.46,0.0
6049,2005,0.0,1454.8685129159878,2.196380255941499,0.0
6049,2006,4.5,834.9895275773796,0.0,0.0
6049,2007,0.0,3004.1035173005434,0.5,0.0
6049,2008,2.7,1285.9319489617212,0.0,0.0
6049,2009,5.2,1389.9999999999998,1.72,0.0
6049,2010,0.0,1020.0,1.72,0.0
6049,2011,4.707056672760512,1315.6963111238204,0.0,0.0
6049,2012,0.0,0.0,0.5,0.0
6049,2013,0.0,950.0,0.0,0.0
6049,2014,0.0,230.0,6.82,0.0
6049,2015,0.0,1050.0,0.0,0.0
6049,2016,4.3,1515.1349798966112,4.39,0.0
6051,2000,2.0,250.57884890502916,6.748604651162791,0.0
