,fips,year,agriculture_total,agriculture_percent,construction_total,construction_percent,manufacturing_total,manufacturing_percent,wholesale_trade_total,wholesale_trade_percent,retail_trade_total,retail_trade_percent,transport_utilities_total,transport_utilities_percent,information_total,information_percent,finance_insurance_realestate_total,finance_insurance_realestate_percent,prof_scientific_waste_total,prof_scientific_waste_percent,edu_health_total,edu_health_percent,arts_recreation_total,arts_recreation_percent,other_total,other_percent,public_admin_total,public_admin_percent
21,18063,2012,385.0,0.005101702776121381,4439.0,0.05882197044987743,8116.0,0.10754654475584709,1639.0,0.02171867753263102,8403.0,0.11134963227986484,7564.0,0.1002318955807328,1248.0,0.016537467700258397,5058.0,0.06702444841979725,6812.0,0.09026701119724376,18881.0,0.25019545484661765,4969.0,0.0658450937520705,4516.0,0.059842311005101706,3435.0,0.045517789703836214
22,13095,2015,330.0,0.009756385998107853,996.0,0.02944654683065279,3676.0,0.10868022705771051,214.0,0.006326868495742668,3961.0,0.1171061967833491,1258.0,0.037192526017029326,302.0,0.008928571428571428,1543.0,0.04561849574266793,2092.0,0.06184957426679281,9978.0,0.2949976348155156,3611.0,0.10675851466414381,2386.0,0.07054162724692525,3477.0,0.10279683065279092
23,39081,2015,,,,,,,,,,,,,,,,,,,,,,,,,,
24,12005,2010,317.0,0.004225032987244932,5332.0,0.07106585453624599,3872.0,0.05160671207133242,930.0,0.012395207186554532,11004.0,0.14666329019445815,3363.0,0.044822668568153645,880.0,0.011728798198030094,4385.0,0.058444068293593145,8307.0,0.11071718935345,15341.0,0.2044676058590678,9430.0,0.12568473523570886,4719.0,0.06289568033693639,7149.0,0.09528315717922403
25,48291,2010,1973.0,0.06614146832048273,3332.0,0.11169963124371438,3423.0,0.1147502514247402,454.0,0.015219577606436474,2546.0,0.08535031847133757,2116.0,0.0709353000335233,287.0,0.009621186724773717,1620.0,0.05430774388199799,1897.0,0.06359369761984579,6198.0,0.2077774052966812,1590.0,0.053302044921220246,2448.0,0.08206503519946362,1946.0,0.06523633925578277
26,15003,2013,2067.0,0.004646489169431631,30186.0,0.0678562757950959,14271.0,0.032080332335248575,10091.0,0.02268394881893304,53280.0,0.11977017075341911,28328.0,0.06367960580148005,8249.0,0.018543245843561453,31282.0,0.07032001654482839,39569.0,0.08894868405671999,101819.0,0.22888286441333297,61462.0,0.13816280470808268,18117.0,0.04072590434571498,46131.0,0.10369965741415123
27,37001,2010,922.0,0.013804875127268372,4315.0,0.06460741450559981,10750.0,0.16095705815415942,1209.0,0.018102054261244536,8337.0,0.12482781337964904,1978.0,0.029616098700365336,835.0,0.01250224591243936,3889.0,0.05822902317781638,6402.0,0.09585554291190033,16073.0,0.2406570042522609,6118.0,0.09160328202671139,2570.0,0.038479966461040904,3390.0,0.05075762112954423
28,27137,2010,2667.0,0.02891683833893527,5416.0,0.05872275832158733,6420.0,0.06960858722758322,1511.0,0.016382955654342404,9596.0,0.10404423723300445,5288.0,0.05733492356066356,1292.0,0.014008457118074379,4803.0,0.05207633091185081,6309.0,0.06840507427084462,30341.0,0.32897105063428383,10301.0,0.11168817087715494,3731.0,0.04045321478911417,4555.0,0.04938740106256099
29,39061,2012,1002.0,0.0026135948667118784,15802.0,0.04121759090197715,44685.0,0.11655537586728572,10888.0,0.028400020867024884,42283.0,0.1102900516458866,19128.0,0.049893056497469876,7187.0,0.018746413480098076,30004.0,0.07826177682716887,46135.0,0.12033752412749753,97092.0,0.2532526475037821,39785.0,0.10377432312588032,17061.0,0.04450153894308519,12328.0,0.03215608534613178
30,9001,2015,1230.0,0.0026029487388395927,32647.0,0.069088184940566,36494.0,0.07722927745952203,13647.0,0.02888003369019831,48596.0,0.10283975358751939,16876.0,0.03571330318427396,13077.0,0.02767378915268728,56905.0,0.12042341299485124,74382.0,0.15740856348972893,108393.0,0.22938327044637397,36241.0,0.07669387418234608,22153.0,0.04688058813944187,11900.0,0.025182999993651343
31,11001,2010,174.0,0.0005816927258321716,8866.0,0.029639584524299045,3113.0,0.01040695089376753,2717.0,0.009083098483252932,15923.0,0.05323157053692913,11159.0,0.0373052248710414,11748.0,0.03927428817859972,15640.0,0.05228548409204117,66452.0,0.22215313228160613,55973.0,0.18712118932761002,26169.0,0.08748458012817298,26834.0,0.08970771612057754,54359.0,0.1817254878362702
32,42007,2016,621.0,0.007507797954397079,5111.0,0.06179123243949029,9574.0,0.11574824092656624,2242.0,0.027105447687211355,9650.0,0.11666706966172595,7798.0,0.0942766641680973,1011.0,0.012222840147979785,5118.0,0.061875861401939215,7700.0,0.09309185869381241,21403.0,0.2587590976134633,6736.0,0.08143724157941824,3526.0,0.04262881737069903,2224.0,0.026887830355199847
33,51179,2011,175.0,0.0027764997064843168,4473.0,0.07096733249773914,2123.0,0.03368290786780688,948.0,0.015040695552840756,6176.0,0.09798664106998366,3151.0,0.049992860429326186,915.0,0.014517127036760856,2928.0,0.04645480651763474,11439.0,0.18148788652842343,9161.0,0.14534579320630187,5349.0,0.0848656967427692,3046.0,0.04832696060543559,13145.0,0.20855479223849338
34,19113,2010,645.0,0.005752816204211596,6608.0,0.05893737903477555,19584.0,0.17467155433066653,3656.0,0.032608210918755966,13605.0,0.12134428598185856,4872.0,0.04345383030530062,3953.0,0.03525718210116038,9683.0,0.08636359582229595,10846.0,0.09673650317965733,23370.0,0.20843924758515506,8270.0,0.07376091474237194,4666.0,0.04161649675790901,2361.0,0.02105798303588152
35,45013,2016,648.0,0.008543965824136704,6951.0,0.09164985562279973,4480.0,0.05906939335205622,925.0,0.012196247511306251,10531.0,0.1388526297746661,2765.0,0.0364568912094722,1245.0,0.01641548989359598,3595.0,0.04740055113853619,8749.0,0.11535672375829015,16164.0,0.21312448083541,12800.0,0.1687696952915892,4444.0,0.05859472858404863,2546.0,0.033569347204092666
36,12109,2011,197.0,0.0021249285398397136,4832.0,0.052120074642159876,5216.0,0.05626206732895404,6033.0,0.06507458822768016,11534.0,0.12441079075386424,5337.0,0.05756722648286574,1456.0,0.015705055604094534,12817.0,0.1382497923610437,11220.0,0.12102384881726694,16144.0,0.17413627587397124,11719.0,0.12640628202224163,2098.0,0.022629949627328522,4106.0,0.044289119718689665
37,34015,2011,663.0,0.004762691531316672,6912.0,0.0496526755120073,11129.0,0.07994569238615874,4295.0,0.030853333524894583,19064.0,0.13694713627906643,7349.0,0.05279188546552975,2636.0,0.0189358293763963,10146.0,0.07288426587743432,15121.0,0.10862241122932037,38052.0,0.27334832300099854,10005.0,0.07187138577801404,5623.0,0.04039308368113673,8212.0,0.05899128635772626
38,6071,2010,7431.0,0.00939010443979706,59904.0,0.07569705508835999,82634.0,0.10441957882898537,30002.0,0.03791170951457292,100778.0,0.12734705224517132,56472.0,0.07136024464058936,11514.0,0.014549544142083615,42668.0,0.05391696625450961,67683.0,0.08552690604209183,179358.0,0.22664383691469803,70290.0,0.08882121397837912,36043.0,0.04554535517744657,46588.0,0.05887043273331522
39,39025,2011,382.0,0.0039447731755424065,6826.0,0.07048958559228394,14384.0,0.1485382653324659,2774.0,0.028646075363755588,11821.0,0.12207110918347326,4353.0,0.04495182626475418,1595.0,0.016470977002591983,9587.0,0.09900141474849489,10446.0,0.10787199107779051,19460.0,0.2009562460629718,7388.0,0.07629315241075209,6134.0,0.06334355669836943,1687.0,0.01742102708675403
40,42111,2012,2071.0,0.06301920092505249,2321.0,0.07062654048626114,4053.0,0.1233301889663147,731.0,0.022243860876974105,3865.0,0.1176094696162858,2026.0,0.061649879804034934,293.0,0.008915801965736542,1026.0,0.031220521559200316,1684.0,0.051243039284301496,8254.0,0.25116392295286494,2368.0,0.07205672032376838,2018.0,0.06140644493807625,2153.0,0.06551440830112892
41,25009,2012,1532.0,0.004071219771458942,24732.0,0.06572415625830455,39589.0,0.10520595269731597,10143.0,0.02695455753388254,45124.0,0.1199149614669147,15660.0,0.04161573212862078,7268.0,0.019314376826999734,28422.0,0.07553016210470369,48112.0,0.12785543449375497,90974.0,0.24175923465320223,33555.0,0.08917087430241828,16984.0,0.045134201435025244,14205.0,0.037749136327398354
42,9005,2010,1118.0,0.011462904482631342,6671.0,0.06839806422507484,12781.0,0.1310441701185252,2537.0,0.02601197555674035,9852.0,0.1010130008612558,3320.0,0.034040109912644057,2155.0,0.022095312307755403,7190.0,0.07371939466021409,11080.0,0.11360374031087232,25409.0,0.26051962432842557,7300.0,0.07484722962719928,5350.0,0.0548537915760981,2769.0,0.02839068203256367
43,48203,2012,,,,,,,,,,,,,,,,,,,,,,,,,,
44,13073,2015,297.0,0.0047670256648957516,4452.0,0.07145723319904339,6138.0,0.09851853040784553,1363.0,0.02187695616583471,7386.0,0.11854966855528626,3018.0,0.048440685039243696,1760.0,0.02824904097716001,3634.0,0.0583278493812497,6599.0,0.10591785307288573,17293.0,0.2775628781920614,3302.0,0.0529990530151036,3459.0,0.05551899587499799,3602.0,0.05781423045439225
45,53027,2015,,,,,,,,,,,,,,,,,,,,,,,,,,
46,41005,2013,3519.0,0.018987136875728408,13878.0,0.0748802175508266,20890.0,0.11271420555099927,6145.0,0.03315599775542798,25127.0,0.1355753874044978,9734.0,0.05252082703845988,2853.0,0.01539366340052661,14428.0,0.07784780075106833,18255.0,0.0984967842189321,39636.0,0.21386023222687445,14232.0,0.07679026201061855,9865.0,0.05322765140069927,6774.0,0.036549833815340785
47,42071,2010,7495.0,0.030000640440623148,19926.0,0.0797588741053845,42392.0,0.16968474310325504,10453.0,0.04184078646108522,31478.0,0.12599868709672254,10551.0,0.04223305634276382,3604.0,0.01442592503642506,14267.0,0.05710728981539299,17670.0,0.07072866131898746,54987.0,0.22009942840674385,17781.0,0.0711729670012969,12097.0,0.04842131386393839,7127.0,0.028527627007381078
48,42011,2015,2523.0,0.01256136298007508,10876.0,0.05414878468937636,39280.0,0.19556493771595287,7314.0,0.036414510042120145,24110.0,0.12003744013064216,10363.0,0.05159469067083553,2602.0,0.012954683501448813,11881.0,0.05915241917014349,18320.0,0.09121053103249126,44631.0,0.22220617961305228,14731.0,0.07334183038425922,8981.0,0.04471407091718363,5242.0,0.02609855915241917
49,12023,2011,,,,,,,,,,,,,,,,,,,,,,,,,,
50,8013,2016,1982.0,0.01158237982258272,7133.0,0.0416837110365704,17632.0,0.10303759890604364,3197.0,0.018682577342480803,13969.0,0.08163181823494349,4226.0,0.024695831044517946,6283.0,0.03671649466462524,8098.0,0.047322962564719906,32637.0,0.19072357733079323,42628.0,0.24910882294503336,19426.0,0.11352134734283142,8654.0,0.05057210645036874,5257.0,0.030720772314489077
51,41051,2013,4330.0,0.011135628352904265,18652.0,0.04796806929292618,36699.0,0.09438023670282532,12392.0,0.031868985346233177,41876.0,0.10769412769196743,16662.0,0.04285030938015955,9323.0,0.023976319430514193,23054.0,0.059288862828603905,53264.0,0.1369810874339706,95512.0,0.24563190190360096,42832.0,0.11015270984101512,23016.0,0.05919113675991791,11230.0,0.028880625035361405
52,12015,2011,,,,,,,,,,,,,,,,,,,,,,,,,,
53,41043,2013,2232.0,0.04574989238936602,3994.0,0.08186607087953758,5956.0,0.12208170209277061,1511.0,0.030971365322729417,7647.0,0.15674257486625537,2402.0,0.04923442720396827,786.0,0.016110849201631583,734.0,0.0150449914936356,4013.0,0.08225551888822842,11142.0,0.22838051120175457,4220.0,0.08649845245659704,2324.0,0.04763564064197429,1826.0,0.037428003361551235
54,39043,2016,442.0,0.013225613405146618,1481.0,0.0443147815679234,6274.0,0.18773189706762416,494.0,0.014781567923399162,3676.0,0.10999401555954519,1950.0,0.05834829443447038,466.0,0.013943746259724716,1026.0,0.030700179533213644,2347.0,0.07022740873728306,7702.0,0.23046080191502094,4898.0,0.14655894673847994,1201.0,0.03593656493117894,1463.0,0.04377618192698983
55,18059,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
56,35045,2010,5872.0,0.11707239268696294,3263.0,0.06505572502342644,2398.0,0.047809876986263135,713.0,0.014215363757800506,5613.0,0.11190860697410132,4805.0,0.09579919054169907,535.0,0.01066650716749407,1461.0,0.02912853639571745,2729.0,0.05440915525250713,11718.0,0.23362641306298224,5236.0,0.10439220846541858,2222.0,0.04430089518910621,3592.0,0.07161512849652092
57,48375,2016,667.0,0.013133282139130092,4024.0,0.07923287455451199,7839.0,0.1543505227715754,1582.0,0.03114970366432355,7052.0,0.13885443125209207,2686.0,0.05288754996357335,363.0,0.007147498375568551,1955.0,0.0384941028215882,3773.0,0.07429066493393979,10042.0,0.19772776497922698,5328.0,0.10490873648768385,3047.0,0.059995668182802685,2429.0,0.0478271998739835
58,21037,2016,430.0,0.009226675821817869,2906.0,0.06235516264698309,3812.0,0.08179555402969702,1494.0,0.03205733413440907,5806.0,0.12458158098017337,2856.0,0.06128229336537636,986.0,0.021156982233284695,4077.0,0.08748176122221268,5168.0,0.11089176894687151,10754.0,0.23075272508797529,3499.0,0.0750793923268389,2616.0,0.056132520813664065,2200.0,0.04720624839069608
59,12107,2014,,,,,,,,,,,,,,,,,,,,,,,,,,
60,46099,2015,805.0,0.008146454015544041,7542.0,0.07632367227979274,11927.0,0.12069907707253887,3952.0,0.03999352331606218,10920.0,0.11050841968911918,4462.0,0.045154630829015545,1626.0,0.016454825129533678,9809.0,0.09926530116580311,7164.0,0.07249838082901554,26202.0,0.2651594883419689,8640.0,0.08743523316062177,3365.0,0.03405318976683938,2402.0,0.024307804404145077
61,12103,2011,1766.0,0.004394302833653492,19251.0,0.04790188213514347,28426.0,0.07073185297249952,10544.0,0.0262364264315076,50410.0,0.1254342048949448,16464.0,0.0409670452170278,7688.0,0.019129898179574206,40947.0,0.1018876093599148,54159.0,0.13476276736570753,89420.0,0.22250201550696222,43828.0,0.10905634461685461,22851.0,0.05685969085606792,16130.0,0.04013595963014203
62,53073,2016,2930.0,0.02787052097898772,7737.0,0.07359529720628942,12900.0,0.12270638929315413,1960.0,0.018643761473998613,14472.0,0.13765944696515708,3664.0,0.03485241940853618,1643.0,0.015628418419275366,5133.0,0.04882572839083412,9483.0,0.09020346431526981,23907.0,0.22740632936677796,10640.0,0.1012089908588496,5984.0,0.056920545234901886,4676.0,0.044478688087968114
63,17201,2014,624.0,0.0047003879326579035,6112.0,0.046039697186546644,28969.0,0.21821400323904938,3975.0,0.029942375051787127,15608.0,0.11756995970019962,7766.0,0.058498738277277695,2625.0,0.019773266543633008,5439.0,0.04097020827840759,12615.0,0.09502466950397348,28465.0,0.21441753606267183,11598.0,0.08736394109449738,6025.0,0.045384354638243384,2934.0,0.022100862491054953
64,54061,2011,1714.0,0.039010401256344314,1485.0,0.0337983931538339,4179.0,0.09511345790563762,672.0,0.015294626396886451,4536.0,0.10323872817898354,1263.0,0.028745704076291054,913.0,0.020779752827912692,718.0,0.016341579989530463,3234.0,0.07360538953501605,16828.0,0.38300293602203156,4326.0,0.09845915742995653,2187.0,0.049775815372009924,1882.0,0.042834057855565925
65,24043,2016,690.0,0.010365184996019168,4963.0,0.07455422193513497,4895.0,0.07353272544277366,1590.0,0.023884991512565908,7942.0,0.11930478150490469,3545.0,0.053253015667953554,624.0,0.009373732518139074,3416.0,0.05131517673391518,8518.0,0.1279574576754946,15121.0,0.22714777148522586,6929.0,0.1040874881701693,4079.0,0.06127476753443795,4257.0,0.06394868482326609
66,12095,2011,2266.0,0.004046154010977827,30485.0,0.054433806277431177,25951.0,0.046337927069234584,14739.0,0.026317857002560542,68562.0,0.12242383552544649,30482.0,0.05442844949806978,14306.0,0.025544695181398406,36098.0,0.06445634046261146,80198.0,0.14320099707519846,105536.0,0.1884443555615869,106174.0,0.18958356397244472,28729.0,0.051298304757891426,16512.0,0.02948371360514822
67,26081,2012,2941.0,0.009922368682966656,14745.0,0.049746795726060306,51213.0,0.17278281787173458,11466.0,0.038684080013225326,35174.0,0.11867031487748017,9491.0,0.03202080964639121,5022.0,0.01694326267455238,18916.0,0.06381894797925783,27145.0,0.09158201220643655,68070.0,0.22965509563058153,28346.0,0.09563395535102782,16156.0,0.054507238504593436,7716.0,0.026032300835692187
68,54107,2015,746.0,0.020469200164631638,2814.0,0.07721223761832899,2541.0,0.06972149814789409,696.0,0.019097269858691177,5919.0,0.16240910961723146,1254.0,0.034408012072986695,723.0,0.019838112223899026,1707.0,0.046837700644807245,3641.0,0.09990396487858416,8798.0,0.24140485663328304,3528.0,0.09680340238715873,1827.0,0.05013033337906434,2251.0,0.06176430237343943
69,48209,2011,,,,,,,,,,,,,,,,,,,,,,,,,,
70,36001,2014,287.0,0.0018385296887311582,7108.0,0.04553403842334869,9311.0,0.059646515441727575,3600.0,0.02306169644401453,17191.0,0.11012600654695938,6252.0,0.04005047949110523,4550.0,0.029147421894518362,9682.0,0.062023151380819076,16224.0,0.10393137864102547,43793.0,0.28053913121464674,12556.0,0.08043407237529067,7065.0,0.04525857927137851,18484.0,0.11840899918643459
71,25023,2015,1155.0,0.004498819790132978,16947.0,0.06600995582976933,18583.0,0.07238231009527371,7664.0,0.029851908979722203,31949.0,0.12444397703459611,14409.0,0.05612423753768492,5039.0,0.0196273185476018,21834.0,0.0850452219028255,30460.0,0.11864419983329048,61991.0,0.2414600325628861,24625.0,0.09591639595846284,11623.0,0.045272538892394465,10455.0,0.040723083035359556
72,53033,2010,5282.0,0.0053235664065019676,47311.0,0.047683311294588145,115628.0,0.11653792814294008,29644.0,0.02987728181642263,110420.0,0.11128894407534026,46184.0,0.04654744243049732,28013.0,0.0282334467522415,64725.0,0.06523434980326388,173891.0,0.17525942559504612,199970.0,0.20154365284138553,87809.0,0.08850000806295556,46945.0,0.0473144310778559,36370.0,0.0366562117009611
73,48201,2011,53349.0,0.02748596824036015,170862.0,0.08802990694266839,218536.0,0.11259205524705893,73894.0,0.038070969224412325,214050.0,0.11028082066859905,122361.0,0.06304167950399649,24313.0,0.012526314379423727,106841.0,0.055045611591001124,255395.0,0.1315822013298615,369536.0,0.19038885001911432,158704.0,0.08176597693711443,121537.0,0.06261714600139931,51576.0,0.026572499914990257
74,42077,2013,577.0,0.003474961606793339,9469.0,0.05702670962690837,24807.0,0.14939925923695382,5607.0,0.03376795447017375,18950.0,0.11412568881929597,9666.0,0.05821313499352585,3070.0,0.01848896383510494,9901.0,0.05962841398416092,16603.0,0.0999909663043151,43849.0,0.26407901472492396,12726.0,0.07664187419073143,6513.0,0.039224306663856186,4307.0,0.025938751543256346
75,26017,2013,470.0,0.010226728752339093,2921.0,0.06355803124592019,6535.0,0.1421950476522042,718.0,0.015622960093998868,6123.0,0.13323034074589843,2709.0,0.0589451238086949,1027.0,0.022346490273728186,1847.0,0.04018886809695809,3541.0,0.07704860960006962,11732.0,0.25527655685626005,4520.0,0.0983506680012185,2298.0,0.05000217589973454,1517.0,0.03300839897297533
76,53025,2010,6732.0,0.18977814112141628,1346.0,0.037944352042398447,3814.0,0.1075183942716996,1182.0,0.03332111746962479,3634.0,0.10244411242353339,2426.0,0.06839004313139571,273.0,0.00769599413638542,900.0,0.025371409240831054,2067.0,0.05826966988977532,7673.0,0.21630535900544076,2135.0,0.060186620810193665,1721.0,0.048515772559411384,1570.0,0.044259013897894176
77,17143,2013,670.0,0.00773305940605487,4231.0,0.048833693055250975,13649.0,0.15753511616901927,1072.0,0.012372895049687792,8813.0,0.10171858588889787,2816.0,0.03250193326485151,1310.0,0.01511986242079385,5110.0,0.05897900532080655,9701.0,0.1119677750718482,24130.0,0.2785055574150806,7625.0,0.08800683279278863,4797.0,0.05536639697141076,2717.0,0.031359287173509075
78,41003,2012,1421.0,0.03512457979038956,1285.0,0.031762902906861776,2864.0,0.07079296025311449,257.0,0.006352580581372355,3709.0,0.09167984971326873,586.0,0.014484872454024125,532.0,0.013150088985564565,1275.0,0.03151572078307297,5304.0,0.13110539845758354,14789.0,0.3655576428712676,5576.0,0.1378287522246391,1582.0,0.03910421198338936,1276.0,0.03154043899545185
79,42069,2013,800.0,0.008282516642681878,4738.0,0.049053204816283426,9814.0,0.10160577291409995,3371.0,0.03490045450310077,13566.0,0.14045077596827796,4688.0,0.04853554752611581,1801.0,0.01864601559183758,6521.0,0.06751286378366067,7862.0,0.08139643230595617,24924.0,0.25804180600275395,7903.0,0.08182091128389361,4218.0,0.04366956899854021,6383.0,0.06608412966279804
