fips,year,Arsenic,Nitrates,Uranium,DEHP,total_employed,agriculture,construction,manufacturing,wholesale_trade,retail_trade,transport_utilities,information,finance_insurance_realestate,prof_scientific_waste,edu_health,arts_recreation,other,public_admin,agriculture_%,construction_%,manufacturing_%,wholesale_trade_%,retail_trade_%,transport_utilities_%,information_%,finance_insurance_realestate_%,prof_scientific_waste_%,edu_health_%,arts_recreation_%,other_%,public_admin_%
6007,2013,1.4073453813867978,1380.9390961581169,2.024653465346535,0.0,91352.0,3119.0,4676.0,5590.0,1558.0,10707.0,2927.0,1827.0,5316.0,9423.0,26744.0,10120.0,5043.0,4302.0,0.03414265697521674,0.05118661879323934,0.06119187319379981,0.017054908485856904,0.1172059725019704,0.03204089675102899,0.019999562133286627,0.05819248620719853,0.10315045100271478,0.2927576845608197,0.1107802784832297,0.055204045888431565,0.04709256502320694
6007,2014,0.8268124995180035,1418.3902108843158,1.031399266488469,1.5,91759.0,3548.0,4303.0,5849.0,1907.0,12260.0,3427.0,1180.0,5308.0,8275.0,25408.0,10416.0,5917.0,3961.0,0.03866650682766813,0.04689458254776098,0.06374306607526237,0.020782702514194795,0.13361087195806406,0.037347835089745963,0.012859773973125252,0.05784718665199054,0.09018188951492496,0.2768992687365817,0.11351475059667171,0.06448413779574756,0.04316742771826197
6007,2015,1.0,1766.9029365479971,0.5127199396909159,0.0,92602.0,4174.0,5341.0,5543.0,1277.0,12071.0,2192.0,2172.0,4783.0,8877.0,25242.0,14564.0,3008.0,3358.0,0.04507462041856548,0.057676940022893676,0.05985831839485108,0.013790198915790156,0.13035355607870242,0.02367119500658733,0.023455216949957884,0.05165115224293212,0.09586186043497981,0.27258590527202436,0.1572752208375629,0.032483099717068746,0.03626271570808406
6007,2016,1.1280693415600955,1335.3347756205264,0.4739619575606959,1.5,93016.0,4048.0,5934.0,6636.0,1787.0,11351.0,3728.0,1301.0,4311.0,8336.0,25019.0,10376.0,4938.0,5251.0,0.043519394512771994,0.06379547604713168,0.07134256472004816,0.019211748516384276,0.12203276855594736,0.0400791261718414,0.01398684097359594,0.04634686505547433,0.08961899028124194,0.2689752300679453,0.11155070095467447,0.05308764083598521,0.056452653306957944
6013,2010,1.2034068715667243,415.7555522473429,0.5204740012682308,1.5,480363.0,3392.0,31364.0,37735.0,13364.0,49304.0,26338.0,16307.0,44089.0,66688.0,106913.0,38828.0,26126.0,19915.0,0.007061326538471947,0.06529228937282847,0.07855517598149733,0.02782062731725799,0.10263904588821371,0.054829368623311954,0.03394724406334376,0.09178267268711371,0.13882834439788244,0.222567100297067,0.08083053857187168,0.05438803571465746,0.04145823054648256
6013,2011,1.0072245718945363,301.8135216734958,4.6421487603305795,1.5,481728.0,3172.0,34169.0,29192.0,9847.0,50819.0,22740.0,13989.0,45291.0,79772.0,107824.0,37385.0,23834.0,23694.0,0.006584628670120898,0.07093006842035339,0.06059851202338249,0.020440995748638235,0.10549314135777867,0.047205061777600636,0.02903920884814667,0.09401778597050618,0.16559552278464196,0.22382755413843497,0.0776060349408795,0.049476052876311946,0.04918543244320447
6013,2012,1.0782871402183625,365.48210716274735,5.450208620954133,1.5,498496.0,4861.0,33499.0,35030.0,13385.0,51752.0,23631.0,12483.0,48317.0,77831.0,112481.0,40828.0,23930.0,20468.0,0.009751332006676081,0.06720013801514957,0.07027137629991013,0.026850767107459237,0.10381627936833997,0.0474045930157915,0.025041324303504944,0.09692555206059827,0.1561316439851072,0.22564072730774168,0.08190236230581589,0.04800439722685839,0.04105950699704712
6013,2013,1.6337638667218382,611.134729193198,3.17041041041041,0.0,510386.0,3323.0,35323.0,36269.0,11852.0,54973.0,24041.0,13852.0,47161.0,77082.0,110556.0,48665.0,26970.0,20319.0,0.0065107585239407035,0.06920840305180785,0.07106190216816292,0.023221640092008795,0.10770867539470126,0.04710356475295169,0.02714024287500049,0.0924026129243357,0.151026869859283,0.216612524638215,0.09534940221714545,0.052842358528643024,0.03981104497380414
6013,2014,1.0726483357452967,499.94730708821,3.6989090909090914,1.5,519771.0,3704.0,34437.0,37706.0,13680.0,57352.0,24909.0,16065.0,43986.0,80522.0,109890.0,48990.0,27538.0,20992.0,0.0071262151986163135,0.06625417732039687,0.0725434854964975,0.026319282914976018,0.11034090012717139,0.047923027641018835,0.030907842107389602,0.08462572940775842,0.15491822360231716,0.2114200292051692,0.09425304605297333,0.052981024335717074,0.04038701658999829
6013,2015,7.3748036951501135,815.2347091125339,3.36,1.5,536149.0,5028.0,40044.0,35400.0,12554.0,56487.0,29618.0,13612.0,45884.0,85756.0,114253.0,48447.0,27617.0,21449.0,0.009377990073654897,0.07468819302096992,0.0660264217596228,0.02341513273362442,0.10535690638236758,0.05524210620555107,0.0253884647737849,0.08558068745815063,0.15994807413610768,0.21309934365260402,0.0903610749996736,0.05150993473829103,0.04000567006559744
6013,2016,1.3357708127245276,237.8380656278094,5.145639049454078,0.0,549609.0,2674.0,37286.0,35442.0,13038.0,56616.0,27246.0,15247.0,53252.0,88720.0,118304.0,51418.0,26796.0,23570.0,0.004865276951432746,0.06784095602510148,0.06448584357243058,0.02372231895765899,0.1030114135685551,0.04957342401598227,0.027741539894725158,0.09689069866032034,0.16142384859054346,0.21525120585725488,0.09355378096064657,0.04875466013111139,0.04288503281423703
6017,2010,3.7419114219114222,94.59102380779801,10.45,0.0,78614.0,856.0,6080.0,5394.0,1437.0,8111.0,2582.0,1491.0,5857.0,10867.0,14943.0,10163.0,3971.0,6862.0,0.010888645788281985,0.07733991401022719,0.06861373292288905,0.018279186913272447,0.10317500699620932,0.03284402269315898,0.018966087465336963,0.0745032691378126,0.1382323759126873,0.1900806472129646,0.129277227974661,0.05051263133792963,0.08728725163456891
6017,2011,1.2277881619937694,164.65732087227414,21.03,0.0,77911.0,1411.0,5159.0,6370.0,1271.0,8526.0,2732.0,1367.0,5508.0,9093.0,13720.0,11597.0,3885.0,7272.0,0.018110408029674886,0.06621658045718833,0.0817599568738689,0.016313485900578864,0.10943255766194761,0.03506565183350233,0.017545661074816137,0.0706960506218634,0.11671009228478649,0.17609836865140993,0.1488493280794753,0.04986458908241455,0.09333726944847326
6017,2012,1.0055969403392813,176.1788617886179,15.11,0.0,82213.0,1115.0,6007.0,5924.0,1055.0,11148.0,2491.0,1833.0,7703.0,9435.0,16696.0,9431.0,3851.0,5524.0,0.013562331991290914,0.07306630338267671,0.07205673068736088,0.01283252040431562,0.13559899286000998,0.030299344385924368,0.02229574398209529,0.0936956442411784,0.11476287205186528,0.20308223760232566,0.11471421794606693,0.04684174035736441,0.06719132010752557
6017,2013,1.2171336032388664,48.84753032361277,19.235407166123775,1.5,75746.0,704.0,5739.0,4510.0,2016.0,9532.0,3006.0,1506.0,6232.0,8413.0,16947.0,8539.0,3144.0,5458.0,0.009294220156839965,0.07576637710242125,0.059541097879756026,0.02661526681276899,0.1258416286008502,0.03968526390832519,0.019882238005967313,0.08227497161566287,0.11106857127769124,0.22373458664483933,0.11273202545348929,0.041507142291342114,0.07205661025004621
6017,2014,1.0363475457504978,199.10344449094117,4.948970792767733,1.5,79933.0,1180.0,5375.0,6572.0,1117.0,11230.0,3369.0,2324.0,5350.0,9887.0,15884.0,8949.0,4323.0,4373.0,0.014762363479414009,0.0672438166964833,0.08221885829382107,0.013974203395343601,0.14049266260493162,0.04214779878147949,0.029074349767930642,0.06693105475836013,0.1236910912889545,0.19871642500594247,0.11195626337057285,0.05408279434025997,0.054708318216506326
6017,2015,1.0380067567567568,196.05395379738948,17.341214953271027,1.5,79944.0,875.0,6215.0,6643.0,1182.0,10098.0,4133.0,1714.0,5416.0,10472.0,15483.0,8559.0,3819.0,5335.0,0.01094516161312919,0.07774191934354048,0.08309566696687681,0.014785349744821374,0.12631341939357552,0.05169868908235765,0.021440008005603924,0.06774742319623736,0.13099169418593015,0.19367307114980487,0.10706244371059742,0.047770939657760435,0.06673421394976484
6017,2016,1.015824541921155,86.26802884615385,18.796620103249317,1.5,80713.0,1301.0,6595.0,4714.0,1679.0,8296.0,2842.0,1283.0,6174.0,8978.0,19450.0,10636.0,2390.0,6375.0,0.016118840831092884,0.08170926616530175,0.05840447015970166,0.02080210127240965,0.10278393815122719,0.0352111803550853,0.01589582842912542,0.07649325387484049,0.1112336302702167,0.240977289903733,0.13177555040699762,0.029611091150124516,0.07898355903014384
6019,2010,1.8306933951987563,4679.251375733498,2.83229371290509,1.5,363891.0,36019.0,20052.0,22445.0,13572.0,44280.0,16947.0,4492.0,20988.0,33642.0,81279.0,30470.0,17149.0,22556.0,0.09898293719822694,0.05510441313470243,0.061680558189128064,0.03729688285777884,0.12168479022564449,0.04657163821034321,0.01234435586480567,0.05767661195248028,0.0924507613543616,0.2233608415706901,0.08373386536078112,0.04712674949366706,0.06198559458739018
6019,2011,1.1819950843733449,4749.641485170968,7.62975722518947,1.5,359891.0,37291.0,22070.0,27395.0,16206.0,39691.0,18670.0,5186.0,16721.0,26217.0,84553.0,29005.0,16548.0,20338.0,0.10361748418271087,0.061324123137283235,0.07612026974834046,0.04503030084108799,0.11028616997924372,0.05187681825886171,0.01440991855867471,0.046461289668260665,0.0728470564698756,0.2349405792309338,0.08059384647018125,0.04598058856709392,0.056511554887452034
6019,2012,1.211289295292273,4699.75265320325,5.58345328924058,1.5,359429.0,44230.0,19007.0,23627.0,14741.0,36811.0,18128.0,4910.0,17317.0,30986.0,79229.0,31443.0,18380.0,20620.0,0.12305629206324475,0.052881097518564166,0.06573481828121827,0.04101227224291863,0.10241521969568398,0.05043555194489037,0.013660556048621564,0.04817919533482273,0.08620895921030301,0.22043018231695272,0.08748042033336208,0.05113666398648968,0.05736877102292803
6019,2013,1.5721249150552912,5068.198711805537,5.575730868932087,1.5,371604.0,36926.0,18269.0,26802.0,14704.0,40769.0,18832.0,3310.0,19010.0,34325.0,86153.0,31360.0,19947.0,21197.0,0.09936922099869754,0.049162549380523356,0.07212516549875674,0.03956900356293258,0.10971087501749174,0.05067760303979505,0.008907331460371794,0.051156607571500846,0.09236983455506399,0.23184088438229944,0.08439091075445905,0.05367810895469371,0.057041904823414175
6019,2014,1.7020538839759942,5423.182058938465,0.5940249094755382,1.5,380001.0,38627.0,19885.0,31449.0,13644.0,38943.0,17039.0,5813.0,17500.0,29911.0,90836.0,35250.0,16512.0,24592.0,0.10164973250070394,0.05232880966102721,0.08276030852550388,0.035905168670608764,0.10248130925971248,0.044839355685906086,0.015297328164925883,0.04605251038813056,0.07871295075539275,0.23904147620664157,0.09276291378180583,0.04345251723021781,0.06471561916942324
6019,2015,1.6170325293835963,5156.918197254901,1.2933508649186605,1.5,397209.0,42468.0,21404.0,30628.0,13517.0,43395.0,17011.0,5656.0,18412.0,29367.0,95502.0,35608.0,17697.0,26544.0,0.10691600643489951,0.053885989491678186,0.07710802121804894,0.034029943933798074,0.10924979041260395,0.042826320652351785,0.014239355100211726,0.046353431065257834,0.0739333700898016,0.24043261859625537,0.08964550148662291,0.044553371147179444,0.06682628037129068
6019,2016,1.1668322965293059,4382.680453128956,4.183993524299696,1.5,392402.0,31991.0,22589.0,28261.0,14794.0,40323.0,20500.0,5123.0,17918.0,34720.0,96092.0,35562.0,21008.0,23521.0,0.08152608804236472,0.0575659655149566,0.0720205299667178,0.03770113302174811,0.10275941508962748,0.05224234331119617,0.013055489013817463,0.045662356460976244,0.08848069072023078,0.24488152455899817,0.09062644940647602,0.05353693406251752,0.05994108083037293
6023,2010,1.0,2250.7382190311127,0.6360646627936347,0.0,61379.0,2228.0,5013.0,3629.0,1458.0,8744.0,2607.0,1346.0,2724.0,4496.0,13483.0,9096.0,3179.0,3376.0,0.03629905993906711,0.08167288486290099,0.05912445624725069,0.02375405268903045,0.14245914726535133,0.0424738102608384,0.021929324361752392,0.04437999967415566,0.0732498085664478,0.21966796461330423,0.14819400772251096,0.05179295850372277,0.05500252529366721
6023,2011,3.039302325581396,592.2238414456426,0.5274996777381515,0.0,56462.0,4773.0,3928.0,2627.0,1122.0,4144.0,2600.0,1032.0,2919.0,5239.0,14729.0,7304.0,2499.0,3546.0,0.08453473132372215,0.06956891360561085,0.04652686762778506,0.019871772165350146,0.07339449541284404,0.04604866990188091,0.018277779745669655,0.051698487478303995,0.09278806985229003,0.26086571499415534,0.1293613403705147,0.044259856186461694,0.06280330133541143
6023,2012,1.4573170731707317,1750.383741258741,0.18,0.0,58865.0,2050.0,3950.0,2400.0,1165.0,7210.0,1925.0,1189.0,1975.0,4980.0,15847.0,9773.0,2345.0,4056.0,0.03482544805911832,0.0671026926017158,0.040771256264333644,0.01979104731164529,0.12248364902743565,0.032701945128684275,0.020198759874288628,0.0335513463008579,0.08460035674849231,0.26920920750870636,0.1660239531130553,0.03983691497494266,0.06890342308672386
6023,2013,0.0,244.0215716486903,0.0,0.0,56650.0,2040.0,4858.0,3409.0,1357.0,8086.0,2042.0,766.0,2632.0,4811.0,13724.0,6369.0,2891.0,3665.0,0.03601059135039718,0.08575463371579876,0.0601765225066196,0.023954104148278907,0.14273609885260372,0.0360458958517211,0.0135216240070609,0.04646072374227714,0.08492497793468667,0.2422594880847308,0.11242718446601942,0.051032656663724627,0.0646954986760812
6023,2014,1.0,321.864406779661,0.0,0.0,58897.0,2201.0,4226.0,2539.0,844.0,8227.0,2269.0,863.0,2393.0,4548.0,15363.0,8864.0,3716.0,2844.0,0.03737032446474354,0.07175238127578654,0.04310915666332751,0.014330101702972987,0.13968453401701275,0.0385248824218551,0.014652698779224748,0.04063025281423502,0.07721955277857956,0.2608452043397796,0.15050002546819022,0.06309319659744979,0.048287688676842626
6023,2015,1.0,277.2611464968153,0.5,0.0,59202.0,2545.0,4281.0,2317.0,1478.0,9322.0,1940.0,634.0,2386.0,4423.0,16634.0,6257.0,2353.0,4632.0,0.042988412553629944,0.0723117462247897,0.03913719131110435,0.024965372791459748,0.15746089659133136,0.032769163203945816,0.010709097665619404,0.04030269247660552,0.07471031384074862,0.28097023749197664,0.10568899699334482,0.039745278875713656,0.07824059997973042
6023,2016,3.1809499747347147,627.0381699694108,1.950204081632653,0.0,61866.0,2798.0,3355.0,2685.0,1479.0,8399.0,2320.0,1324.0,3215.0,6103.0,14092.0,9344.0,2566.0,4186.0,0.045226780460996346,0.05423011023825688,0.04340025215788963,0.02390650761322859,0.1357611612194097,0.0375004040991821,0.021401092684188407,0.05196715481847865,0.09864869233504671,0.227782626967963,0.15103611030291275,0.04147674005107814,0.06766236705136909
6025,2010,1.0,230.0,4.33,0.0,56573.0,3990.0,3733.0,3828.0,1835.0,5957.0,4539.0,891.0,2344.0,3515.0,13273.0,3756.0,2722.0,6190.0,0.07052834390963887,0.0659855408056847,0.06766478708924752,0.03243596768776625,0.105297580117724,0.08023261980096512,0.01574956251215244,0.0414331925123292,0.06213211249182472,0.23461722022873102,0.06639209516907359,0.04811482509324236,0.10941615258162021
6025,2011,1.0,230.0,0.0,1.5,58975.0,7410.0,2664.0,3823.0,1304.0,6707.0,2874.0,556.0,1361.0,4340.0,14838.0,3632.0,1432.0,8034.0,0.12564646036456126,0.04517168291649004,0.06482407799915219,0.022111064010173802,0.11372615515048749,0.048732513777024165,0.009427723611699872,0.02307757524374735,0.07359050445103858,0.25159813480288257,0.06158541754980924,0.024281475201356508,0.13622721492157694
6025,2012,1.729812296038684,221.40294044355844,0.0,0.0,56238.0,4958.0,3539.0,1330.0,1460.0,8370.0,3867.0,483.0,2966.0,3911.0,14181.0,3118.0,2724.0,5331.0,0.08816102990860272,0.06292898040470855,0.023649489668907144,0.02596109392225897,0.14883175077349833,0.06876133575162702,0.008588498879761016,0.05274014011878089,0.06954372488353071,0.252160460898325,0.05544293893808457,0.04843699989331057,0.0947935559586045
6029,2010,3.7832264320098328,1961.1656883338676,7.260221516754847,1.5,310764.0,48124.0,18675.0,15711.0,9392.0,36365.0,14899.0,3188.0,12916.0,27057.0,61275.0,24801.0,15830.0,22531.0,0.1548570619505477,0.060093833262540065,0.05055604896320037,0.03022229087024237,0.11701805871980023,0.04794313369630974,0.010258588510895728,0.041562085698472154,0.08706606942889138,0.1971753484959648,0.07980654129821987,0.050938976200589514,0.07250196290432612
6029,2011,3.1929419669543275,2057.565141931801,2.2019695901502327,1.4966356332326445,316785.0,51309.0,17157.0,20294.0,7692.0,36163.0,15981.0,3704.0,13020.0,24628.0,62009.0,28296.0,13624.0,22908.0,0.16196789620720678,0.05415976135233676,0.06406237669081553,0.024281452720299256,0.11415628896570229,0.050447464368578054,0.01169247281279101,0.041100430891614186,0.07774358003062014,0.19574474801521538,0.08932241109901037,0.04300708682544944,0.07231403002036081
6029,2012,2.4584024562220197,2105.2385204860475,4.444212222897456,1.5,320071.0,52355.0,18277.0,18467.0,9897.0,33549.0,17337.0,3443.0,13210.0,27473.0,63033.0,26042.0,14205.0,22783.0,0.1635730822223819,0.057102955281796854,0.05769657357273855,0.03092126434447357,0.1048173686463316,0.054166106895032665,0.010756988293222441,0.04127209275442011,0.085834080563375,0.1969344301733053,0.08136319754054569,0.04438077801487795,0.07118108169749837
6029,2013,4.644583832372108,2072.9898389378322,6.5601328757423625,1.5,323328.0,56485.0,20537.0,20273.0,8988.0,35647.0,16735.0,3262.0,13015.0,22816.0,60485.0,27750.0,13417.0,23918.0,0.17469875791765638,0.06351754255740301,0.06270103424386382,0.027798396674584322,0.11025027216943785,0.05175858570863025,0.010088826207442596,0.04025324129057799,0.0705661124307205,0.18707009600158353,0.08582615795724466,0.04149656076801267,0.07397441607284244
6029,2014,2.9496877277345885,2081.4653912517224,3.744507770039821,1.5,328210.0,55623.0,21903.0,20532.0,10058.0,36203.0,17305.0,3315.0,10264.0,27211.0,64322.0,28466.0,12240.0,20768.0,0.16947381249809573,0.06673471253161085,0.06255750891197709,0.03064501386307547,0.11030437829438469,0.05272538923250358,0.010100240699552116,0.0312726607964413,0.08290728496998873,0.1959781846988209,0.08673105633588252,0.03729319642911551,0.06327656073855153
6029,2015,3.9925305660184467,2296.7638653692097,3.0452563180142103,1.5,344626.0,59577.0,22244.0,17550.0,11229.0,35869.0,17623.0,3784.0,12200.0,27787.0,66127.0,29643.0,18139.0,22854.0,0.1728743623522311,0.06454533320178976,0.05092477062090498,0.03258314810838416,0.10408094572086841,0.051136594453117294,0.010980018919060083,0.03540069524644107,0.08062943596826705,0.19188047332470562,0.08601498435985677,0.052633869760261846,0.06631536796411182
6029,2016,3.995562399428387,1778.8759314105728,3.750121040823332,1.5,337906.0,52040.0,20549.0,18237.0,10474.0,39364.0,17798.0,3492.0,13934.0,26920.0,66847.0,31160.0,15357.0,21734.0,0.1540073274816073,0.06081277041544098,0.05397063088551254,0.030996786088438796,0.11649393618343563,0.05267145300764118,0.010334234964753511,0.04123632016004451,0.07966712636058548,0.1978272063828402,0.09221499470266879,0.04544755050221067,0.0643196628648204
6031,2010,4.324795416191764,840.3179122690586,3.6819723385270096,1.5,52477.0,9245.0,1958.0,3859.0,1805.0,5009.0,1046.0,209.0,1542.0,4213.0,10233.0,4281.0,1750.0,7327.0,0.17617241839281972,0.037311584122567985,0.07353697810469348,0.034396021114011854,0.09545134058730491,0.01993254187548831,0.003982697181622425,0.0293843016940755,0.08028279055586257,0.19499971416048936,0.08157859633744308,0.03334794290832174,0.13962307296529908
6031,2011,5.170614703323932,570.3402630280406,3.097208357515961,0.0,50655.0,7361.0,2121.0,3584.0,1767.0,3321.0,1603.0,441.0,1030.0,2884.0,11784.0,5334.0,1867.0,7558.0,0.1453163557398085,0.04187148356529464,0.07075313394531635,0.03488303227716909,0.0655611489487711,0.03164544467476064,0.008705952028427598,0.020333629454150626,0.05693416247162175,0.23263251406573882,0.10530056262955285,0.036857171059125456,0.14920540914026256
6031,2012,4.731042675456508,716.2350253444707,2.0003613498885704,1.5,50815.0,8427.0,1275.0,5655.0,1664.0,3991.0,1912.0,579.0,1224.0,2901.0,11144.0,4668.0,1841.0,5534.0,0.16583685919511956,0.02509101643215586,0.11128603758732658,0.03274623634753518,0.0785398012397914,0.03762668503394667,0.011394273344484895,0.024087375774869624,0.05708944209386992,0.21930532323132934,0.09186263898455181,0.03622945980517564,0.10890485092984355
6031,2013,5.942560139784364,909.8226729716276,6.504941134498751,0.0,52551.0,9176.0,2327.0,3727.0,1048.0,4956.0,2509.0,301.0,1132.0,3188.0,11337.0,4691.0,2741.0,5418.0,0.17461132994614756,0.04428079389545394,0.07092158094041978,0.019942532016517286,0.09430838613917908,0.0477440962112995,0.005727769214667656,0.02154097923921524,0.06066487792810793,0.21573328766341268,0.08926566573423912,0.05215885520732241,0.10309984586401781
6031,2014,5.96615823264886,1302.7126427271226,3.2241893856779362,1.5,49372.0,8130.0,1834.0,4046.0,1107.0,4263.0,2329.0,648.0,1625.0,2553.0,9691.0,5274.0,1284.0,6588.0,0.16466823300656241,0.037146560803694405,0.08194928299440979,0.02242161549056145,0.08634448675362554,0.04717248642955521,0.013124848092035972,0.03291339220610873,0.051709470955197276,0.19628534391963057,0.1068216803046261,0.026006643441626832,0.1334359556023657
6031,2015,5.137851646791597,1027.5468988348316,1.1879626331638766,0.0,52823.0,7586.0,1854.0,3293.0,908.0,4645.0,1899.0,329.0,985.0,3426.0,12814.0,4723.0,2833.0,7528.0,0.14361168430418567,0.03509834731083051,0.06234026844367037,0.0171894818544952,0.08793517975124472,0.03595024894458853,0.006228347500141984,0.01864718020559226,0.06485811105011074,0.242583722999451,0.08941180924975863,0.0536319406319217,0.14251367775400867
6031,2016,4.861095809355856,890.2222916121627,1.117915948927665,1.5,56775.0,7336.0,2199.0,5377.0,933.0,7639.0,2395.0,360.0,1749.0,4849.0,10809.0,4628.0,3302.0,5199.0,0.12921180096873625,0.03873183619550859,0.0947071774548657,0.016433289299867898,0.13454865697930427,0.04218405988551299,0.006340819022457068,0.030805812417437253,0.085407309555262,0.19038309114927346,0.0815147512109203,0.0581594011448701,0.09157199471598415
6033,2010,1.3910289407458247,606.8904266225061,2.087592495408029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
6033,2011,1.224669986104678,771.9723830910452,0.5943356643356643,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
6033,2012,1.463020095055449,679.8914719487606,2.444933196300102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
6033,2013,1.402434323432343,468.57770232031686,0.42,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
6033,2014,1.5193337009076258,314.7794445570646,0.07,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
